op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,10653.955,14261.681,27.562,735.000,0.179,736.000,1472.000,0.000
bn1,3297.329,5233.353,735.000,735.000,0.002,736.003,0.000,1472.000
relu1,1969.206,2717.555,735.000,735.000,0.000,736.000,0.000,1472.000
maxpool,1755.071,7513.595,735.000,183.750,0.000,552.000,0.000,920.000
block-0-0-conv1,3871.948,7258.129,183.750,367.500,0.391,184.000,368.000,368.000
block-0-0-bn1,860.167,1278.394,367.500,367.500,0.002,184.003,0.000,368.000
block-0-0-conv2,16370.350,26671.195,367.500,551.250,7.031,367.500,1270.500,1270.000
block-0-0-bn2,1569.754,2399.266,551.250,551.250,0.005,368.005,0.000,736.000
block-0-0-conv3,23724.860,38762.426,551.250,918.750,3.125,736.000,1472.000,372.000
block-0-0-bn3,3080.416,4855.484,918.750,918.750,0.010,736.010,0.000,1472.000
block-0-0-downsample,20960.879,26046.455,918.750,735.000,1.562,1472.010,735.990,736.000
block-0-0-relu,1974.934,2717.263,735.000,735.000,0.000,736.000,0.000,1472.000
block-0-1-conv1,11149.913,30709.004,735.000,918.750,1.562,183.750,0.000,2210.000
block-0-1-bn1,860.167,1278.394,918.750,918.750,0.002,184.003,0.000,368.000
block-0-1-conv2,16370.350,26671.195,918.750,1102.500,7.031,367.500,1270.500,1270.000
block-0-1-bn2,1569.754,2399.266,1102.500,1102.500,0.005,368.005,0.000,736.000
block-0-1-conv3,23724.860,38762.426,1102.500,1470.000,3.125,736.000,1472.000,372.000
block-0-1-bn3,3080.416,4855.484,1470.000,1470.000,0.010,736.010,0.000,1472.000
block-0-1-downsample,2743.208,61.059,1470.000,735.000,0.000,736.000,0.000,736.000
block-0-1-relu,1974.934,2717.263,735.000,735.000,0.000,736.000,0.000,1472.000
block-0-2-conv1,11149.913,30709.004,735.000,918.750,1.562,183.750,0.000,2210.000
block-0-2-bn1,860.167,1278.394,918.750,918.750,0.002,184.003,0.000,368.000
block-0-2-conv2,16370.350,26671.195,918.750,1102.500,7.031,367.500,1270.500,1270.000
block-0-2-bn2,1569.754,2399.266,1102.500,1102.500,0.005,368.005,0.000,736.000
block-0-2-conv3,23724.860,38762.426,1102.500,1470.000,3.125,736.000,1472.000,372.000
block-0-2-bn3,3080.416,4855.484,1470.000,1470.000,0.010,736.010,0.000,1472.000
block-0-2-downsample,2743.208,61.059,1470.000,735.000,0.000,736.000,0.000,736.000
block-0-2-relu,1974.934,2717.263,735.000,735.000,0.000,736.000,0.000,1472.000
block-1-0-conv1,22413.391,39934.224,735.000,1102.500,3.125,368.000,368.000,2212.000
block-1-0-bn1,1569.754,2399.266,1102.500,1102.500,0.005,368.005,0.000,736.000
block-1-0-conv2,41425.592,98021.501,1102.500,918.750,28.125,184.000,212.000,368.000
block-1-0-bn2,756.216,1229.328,918.750,918.750,0.010,184.010,0.000,368.000
block-1-0-conv3,20885.038,38844.240,918.750,1102.500,12.500,368.000,736.000,798.000
block-1-0-bn3,1487.720,2472.901,1102.500,1102.500,0.020,368.020,0.000,736.000
block-1-0-downsample,24359.769,52309.358,1102.500,367.500,12.500,736.020,367.980,1104.000
block-1-0-relu,963.342,1362.479,367.500,367.500,0.000,368.000,0.000,736.000
block-1-1-conv1,10363.686,20069.462,367.500,459.375,6.250,91.875,0.000,1110.000
block-1-1-bn1,400.752,609.106,459.375,459.375,0.005,92.005,0.000,184.000
block-1-1-conv2,13991.022,23739.666,459.375,551.250,28.125,183.750,734.250,734.000
block-1-1-bn2,756.216,1229.328,551.250,551.250,0.010,184.010,0.000,368.000
block-1-1-conv3,20885.038,38844.240,551.250,735.000,12.500,368.000,736.000,798.000
block-1-1-bn3,1487.720,2472.901,735.000,735.000,0.020,368.020,0.000,736.000
block-1-1-downsample,1358.289,61.458,735.000,367.500,0.000,368.000,0.000,368.000
block-1-1-relu,963.342,1362.479,367.500,367.500,0.000,368.000,0.000,736.000
block-1-2-conv1,10363.686,20069.462,367.500,459.375,6.250,91.875,0.000,1110.000
block-1-2-bn1,400.752,609.106,459.375,459.375,0.005,92.005,0.000,184.000
block-1-2-conv2,13991.022,23739.666,459.375,551.250,28.125,183.750,734.250,734.000
block-1-2-bn2,756.216,1229.328,551.250,551.250,0.010,184.010,0.000,368.000
block-1-2-conv3,20885.038,38844.240,551.250,735.000,12.500,368.000,736.000,798.000
block-1-2-bn3,1487.720,2472.901,735.000,735.000,0.020,368.020,0.000,736.000
block-1-2-downsample,1358.289,61.458,735.000,367.500,0.000,368.000,0.000,368.000
block-1-2-relu,963.342,1362.479,367.500,367.500,0.000,368.000,0.000,736.000
block-1-3-conv1,10363.686,20069.462,367.500,459.375,6.250,91.875,0.000,1110.000
block-1-3-bn1,400.752,609.106,459.375,459.375,0.005,92.005,0.000,184.000
block-1-3-conv2,13991.022,23739.666,459.375,551.250,28.125,183.750,734.250,734.000
