op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3896.332,1153.409,0.031,16.000,18.938,24.070,39.930,64.000
enc-1st-layernorm,59.104,187.200,16.000,32.000,0.000,16.062,0.000,128.000
enc-attention-qkv,211.746,3860.807,32.000,28.000,1.500,12.000,8.000,96.000
enc-attention-score,269.616,583.398,28.000,148.000,0.000,128.000,128.000,256.000
enc-attention-softmax,448.209,488.311,148.000,148.000,0.000,128.000,0.000,384.000
enc-attention-dropout,463.873,410.497,148.000,148.000,0.000,192.000,0.000,512.000
enc-attention-context,348.723,506.037,148.000,20.000,0.000,4.000,0.000,148.000
enc-attention-dense,3418.905,227.523,20.000,32.002,0.500,16.000,0.000,68.000
enc-post-attention-dropout,177.324,122.952,32.002,16.000,0.000,24.000,28.000,128.000
enc-2nd-layernorm,59.170,187.564,16.000,32.000,0.000,16.062,0.000,128.000
enc-MLP-GEMM-1,217.181,3779.489,32.000,32.002,2.000,16.000,0.000,64.000
enc-MLP-gelu,50.205,135.624,32.002,32.000,0.000,16.000,0.000,128.000
enc-MLP-GEMM-2,3554.428,421.542,32.000,32.002,2.000,16.000,0.000,64.000
enc-post-MLP-dropout,177.616,114.065,32.002,16.000,0.000,24.000,28.000,128.000
enc-final-layernorm,112.587,585.365,16.000,16.000,0.000,32.062,0.000,64.000
decoder-embedding,980.961,49.502,16.000,20.000,18.938,22.021,0.000,68.000
dec-1st-layernorm,43.309,161.511,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-1,158.155,920.939,24.000,23.000,1.500,3.000,0.000,70.000
dec-attention-score-1,59.336,307.339,23.000,29.000,0.000,8.000,12.000,66.000
dec-attention-softmax-1,103.736,120.544,29.000,29.000,0.000,8.000,0.000,84.000
dec-attention-dropout-1,52.679,78.881,29.000,29.000,0.000,12.000,0.000,84.000
dec-attention-context-1,97.919,242.370,29.000,21.000,0.000,1.000,1.000,50.000
dec-attention-dense-1,789.988,154.310,21.000,24.002,0.500,4.000,16.000,50.000
dec-post-attention-dropout-1,70.459,102.884,24.002,20.000,0.000,6.000,0.000,88.000
dec-2nd-layernorm,50.616,130.260,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-2,200.927,4713.446,24.000,29.000,1.500,9.000,13.000,138.000
dec-attention-score-2,98.830,285.608,29.000,56.000,0.000,32.000,32.000,134.000
dec-attention-softmax-2,113.696,129.205,56.000,56.000,0.000,32.000,0.000,144.000
dec-attention-dropout-2,120.473,109.476,56.000,56.000,0.000,48.000,0.000,176.000
dec-attention-context-2,95.749,197.899,56.000,21.000,0.000,1.000,1.000,80.000
dec-attention-dense-2,792.748,152.677,21.000,24.002,0.500,4.000,16.000,50.000
dec-post-attention-dropout-2,66.507,112.253,24.002,20.000,0.000,6.000,0.000,88.000
dec-3rd-layernorm,45.490,125.211,20.000,24.000,0.000,4.016,15.984,68.000
dec-MLP-GEMM-1,71.985,896.829,24.000,24.002,2.000,4.000,0.000,68.000
dec-MLP-gelu,35.328,182.873,24.002,24.000,0.000,4.000,16.000,64.000
dec-MLP-GEMM-2,817.007,174.183,24.000,24.002,2.000,4.000,0.000,68.000
dec-post-MLP-dropout,89.115,76.729,24.002,20.000,0.000,6.000,0.000,88.000
dec-final-layernorm,62.758,694.203,20.000,20.000,0.000,8.016,11.984,68.000
t5-post-process,1475.012,2206.570,4.000,0.000,14.938,60.025,29.975,84.000
