op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1518.279,883.102,0.016,8.000,33.875,12.035,7.965,66.000
enc-1st-layernorm,67.300,103.688,8.000,16.000,0.000,8.031,0.000,72.000
enc-attention-qkv,211.447,1681.048,16.000,20.000,3.000,13.000,19.000,100.000
enc-attention-score,267.911,574.654,20.000,140.000,0.000,128.000,128.000,256.000
enc-attention-softmax,451.571,487.417,140.000,140.000,0.000,128.000,0.000,384.000
enc-attention-dropout,505.406,412.244,140.000,140.000,0.000,192.000,0.000,512.000
enc-attention-context,398.356,502.169,140.000,12.000,0.000,4.000,0.000,148.000
enc-attention-dense,1303.440,204.414,12.000,16.002,1.000,8.000,0.000,38.000
enc-post-attention-dropout,99.897,75.036,16.002,8.000,0.000,12.000,8.000,68.000
enc-2nd-layernorm,56.118,123.143,8.000,16.000,0.000,8.031,0.000,72.000
enc-MLP-GEMM-1,220.186,1690.340,16.000,24.004,4.000,16.000,0.000,68.000
enc-MLP-gelu,50.765,103.688,24.004,24.000,0.000,16.000,0.000,128.000
enc-MLP-GEMM-2,1467.776,447.059,24.000,16.002,4.000,8.000,0.000,52.000
enc-post-MLP-dropout,97.871,97.078,16.002,8.000,0.000,12.000,8.000,68.000
enc-final-layernorm,71.454,523.126,8.000,8.000,0.000,16.031,3.969,36.000
decoder-embedding,517.541,40.424,8.000,10.000,33.875,11.013,8.987,36.000
dec-1st-layernorm,51.409,105.017,10.000,12.000,0.000,2.008,0.000,36.000
dec-attention-qkv-1,173.342,467.700,12.000,13.000,3.000,3.000,0.000,54.000
dec-attention-score-1,92.673,226.098,13.000,19.000,0.000,8.000,12.000,34.000
dec-attention-softmax-1,89.973,150.812,19.000,19.000,0.000,8.000,12.000,52.000
dec-attention-dropout-1,91.386,56.577,19.000,19.000,0.000,12.000,8.000,52.000
dec-attention-context-1,100.303,205.475,19.000,11.000,0.000,1.000,1.000,38.000
dec-attention-dense-1,340.325,236.022,11.000,12.002,1.000,2.000,0.000,38.000
dec-post-attention-dropout-1,84.919,68.587,12.002,10.000,0.000,3.000,0.000,36.000
dec-2nd-layernorm,46.206,126.582,10.000,12.000,0.000,2.008,0.000,36.000
dec-attention-qkv-2,248.504,2001.745,12.000,19.000,3.000,9.000,13.000,90.000
dec-attention-score-2,80.723,330.812,19.000,46.000,0.000,32.000,32.000,98.000
dec-attention-softmax-2,112.885,129.795,46.000,46.000,0.000,32.000,0.000,132.000
dec-attention-dropout-2,120.324,113.159,46.000,46.000,0.000,48.000,0.000,144.000
dec-attention-context-2,105.971,232.202,46.000,11.000,0.000,1.000,1.000,68.000
dec-attention-dense-2,336.814,173.801,11.000,12.002,1.000,2.000,0.000,38.000
dec-post-attention-dropout-2,102.085,103.331,12.002,10.000,0.000,3.000,0.000,36.000
dec-3rd-layernorm,55.468,134.975,10.000,12.000,0.000,2.008,0.000,36.000
dec-MLP-GEMM-1,76.038,449.294,12.000,14.004,4.000,4.000,16.000,36.000
dec-MLP-gelu,57.536,139.034,14.004,14.000,0.000,4.000,0.000,52.000
dec-MLP-GEMM-2,379.986,165.981,14.000,12.002,4.000,2.000,18.000,36.000
dec-post-MLP-dropout,95.075,81.569,12.002,10.000,0.000,3.000,0.000,36.000
dec-final-layernorm,72.271,581.491,10.000,10.000,0.000,4.008,0.000,36.000
t5-post-process,1525.354,1857.424,2.000,0.000,29.875,60.013,29.987,84.000
