op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2959.764,1236.731,0.031,16.000,33.875,24.070,0.000,96.000
enc-1st-layernorm,59.164,186.652,16.000,32.000,0.000,16.062,0.000,128.000
enc-attention-qkv,406.021,3227.049,32.000,40.000,3.000,24.000,20.000,174.000
enc-attention-score,524.479,1093.203,40.000,280.000,0.000,256.000,256.000,552.000
enc-attention-softmax,896.496,959.742,280.000,280.000,0.000,256.000,0.000,768.000
enc-attention-dropout,949.770,812.662,280.000,280.000,0.000,384.000,0.000,1024.000
enc-attention-context,663.209,923.759,280.000,24.000,0.000,8.000,12.000,272.000
enc-attention-dense,2590.561,245.976,24.000,32.002,1.000,16.000,0.000,50.000
enc-post-attention-dropout,188.202,100.315,32.002,16.000,0.000,24.000,28.000,128.000
enc-2nd-layernorm,59.593,189.108,16.000,32.000,0.000,16.062,0.000,128.000
enc-MLP-GEMM-1,397.915,3291.100,32.000,48.004,4.000,32.000,0.000,112.000
enc-MLP-gelu,94.587,186.890,48.004,48.000,0.000,32.000,0.000,208.000
enc-MLP-GEMM-2,2852.660,806.117,48.000,32.002,4.000,16.000,0.000,80.000
enc-post-MLP-dropout,177.085,160.789,32.002,16.000,0.000,24.000,28.000,128.000
enc-final-layernorm,113.326,557.399,16.000,16.000,0.000,32.062,0.000,64.000
decoder-embedding,830.847,77.885,16.000,20.000,33.875,22.146,0.000,68.000
dec-1st-layernorm,54.497,112.581,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-1,177.038,855.386,24.000,26.000,3.000,7.000,13.000,92.000
dec-attention-score-1,77.981,277.162,26.000,38.000,0.000,16.000,16.000,100.000
dec-attention-softmax-1,92.119,83.941,38.000,38.000,0.000,16.000,0.000,96.000
dec-attention-dropout-1,70.029,74.607,38.000,38.000,0.000,24.000,12.000,112.000
dec-attention-context-1,98.175,242.364,38.000,22.000,0.000,2.000,0.000,64.000
dec-attention-dense-1,643.176,166.994,22.000,24.002,1.000,4.000,16.000,50.000
dec-post-attention-dropout-1,91.833,93.001,24.002,20.000,0.000,6.000,0.000,88.000
dec-2nd-layernorm,49.543,108.081,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-2,317.973,3804.678,24.000,38.000,3.000,18.000,20.000,184.000
dec-attention-score-2,148.308,320.798,38.000,92.000,0.000,64.000,64.000,192.000
dec-attention-softmax-2,213.951,247.085,92.000,92.000,0.000,64.000,0.000,240.000
dec-attention-dropout-2,240.040,208.855,92.000,92.000,0.000,96.000,0.000,304.000
dec-attention-context-2,132.883,303.441,92.000,22.000,0.000,2.000,0.000,132.000
dec-attention-dense-2,647.587,171.942,22.000,24.002,1.000,4.000,16.000,50.000
dec-post-attention-dropout-2,92.870,86.558,24.002,20.000,0.000,6.000,0.000,88.000
dec-3rd-layernorm,43.988,125.271,20.000,24.000,0.000,4.016,15.984,68.000
dec-MLP-GEMM-1,127.470,839.901,24.000,28.004,4.000,8.000,0.000,84.000
dec-MLP-gelu,41.270,132.942,28.004,28.000,0.000,8.000,0.000,116.000
dec-MLP-GEMM-2,722.897,238.431,28.000,24.002,4.000,4.000,0.000,88.000
dec-post-MLP-dropout,79.066,110.459,24.002,20.000,0.000,6.000,0.000,88.000
dec-final-layernorm,82.034,708.455,20.000,20.000,0.000,8.016,11.984,68.000
t5-post-process,2539.361,3027.201,4.000,0.000,29.875,120.025,59.975,0.000
