op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,101.221,791.872,0.008,4.000,63.750,6.000,14.000,60.000
enc-1st-layernorm,42.301,158.387,4.000,8.000,0.000,4.016,0.000,20.000
enc-attention-qkv,232.196,500.602,8.000,16.000,6.000,12.000,20.000,88.000
enc-attention-score,286.239,587.326,16.000,136.000,0.000,128.000,128.000,256.000
enc-attention-softmax,457.042,486.404,136.000,136.000,0.000,128.000,0.000,384.000
enc-attention-dropout,475.341,410.128,136.000,136.000,0.000,192.000,0.000,512.000
enc-attention-context,385.034,505.847,136.000,8.000,0.000,4.000,0.000,148.000
enc-attention-dense,70.536,185.472,8.000,8.002,2.000,4.000,0.000,20.000
enc-post-attention-dropout,62.591,125.450,8.002,4.000,0.000,6.000,0.000,36.000
enc-2nd-layernorm,43.041,123.858,4.000,8.000,0.000,4.016,0.000,20.000
enc-MLP-GEMM-1,219.601,420.195,8.000,20.008,8.000,16.000,0.000,68.000
enc-MLP-gelu,50.241,172.889,20.008,20.000,0.000,16.000,0.000,128.000
enc-MLP-GEMM-2,227.594,438.869,20.000,8.002,8.000,4.000,0.000,36.000
enc-post-MLP-dropout,62.734,127.447,8.002,4.000,0.000,6.000,0.000,36.000
enc-final-layernorm,192.189,623.375,4.000,4.000,0.000,4.016,0.000,20.000
decoder-embedding,296.170,67.234,4.000,5.000,63.750,1.508,2.492,20.000
dec-1st-layernorm,70.500,223.672,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-1,215.399,386.423,6.000,8.000,6.000,3.000,1.000,24.000
dec-attention-score-1,102.353,399.470,8.000,14.000,0.000,8.000,0.000,38.000
dec-attention-softmax-1,122.601,183.809,14.000,14.000,0.000,8.000,0.000,36.000
dec-attention-dropout-1,92.196,104.046,14.000,14.000,0.000,12.000,8.000,36.000
dec-attention-context-1,134.677,330.663,14.000,6.000,0.000,1.000,1.000,22.000
dec-attention-dense-1,138.706,167.620,6.000,6.002,2.000,1.000,1.000,22.000
dec-post-attention-dropout-1,108.218,111.318,6.002,5.000,0.000,1.500,0.500,2.000
dec-2nd-layernorm,71.484,141.978,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-2,292.557,550.449,6.000,14.000,6.000,9.000,13.000,74.000
dec-attention-score-2,102.133,233.161,14.000,41.000,0.000,32.000,32.000,86.000
dec-attention-softmax-2,112.474,128.722,41.000,41.000,0.000,32.000,0.000,96.000
dec-attention-dropout-2,121.611,108.850,41.000,41.000,0.000,48.000,0.000,148.000
dec-attention-context-2,76.383,234.699,41.000,6.000,0.000,1.000,1.000,52.000
dec-attention-dense-2,155.741,200.379,6.000,6.002,2.000,1.000,1.000,22.000
dec-post-attention-dropout-2,61.679,73.683,6.002,5.000,0.000,1.500,0.500,2.000
dec-3rd-layernorm,43.082,116.706,5.000,6.000,0.000,1.004,0.996,4.000
dec-MLP-GEMM-1,70.721,148.845,6.000,9.008,8.000,4.000,0.000,42.000
dec-MLP-gelu,38.606,89.562,9.008,9.000,0.000,4.000,0.000,20.000
dec-MLP-GEMM-2,81.825,134.933,9.000,6.002,8.000,1.000,0.000,40.000
dec-post-MLP-dropout,69.737,76.306,6.002,5.000,0.000,1.500,0.500,2.000
dec-final-layernorm,49.573,396.383,5.000,5.000,0.000,1.004,0.996,2.000
t5-post-process,1333.326,1443.321,1.000,0.000,59.750,60.006,29.994,0.000
