op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3834.218,1271.564,0.016,16.000,58.000,24.035,39.965,114.000
enc-1st-layernorm,63.366,206.417,16.000,32.000,0.000,16.031,0.000,128.000
enc-attention-qkv,353.658,4115.725,32.000,28.000,6.000,12.000,20.000,104.000
enc-attention-score,267.446,565.392,28.000,148.000,0.000,128.000,128.000,256.000
enc-attention-softmax,294.709,392.759,148.000,148.000,0.000,128.000,0.000,384.000
enc-attention-dropout,463.402,410.533,148.000,148.000,0.000,192.000,0.000,512.000
enc-attention-context,338.262,499.481,148.000,20.000,0.000,4.000,0.000,148.000
enc-attention-dense,3338.766,246.686,20.000,32.004,2.000,16.000,0.000,48.000
enc-post-attention-dropout,177.103,99.176,32.004,16.000,0.000,24.000,28.000,128.000
enc-2nd-layernorm,63.467,203.347,16.000,32.000,0.000,16.031,0.000,128.000
enc-MLP-GEMM-1,468.820,4186.279,32.000,32.004,8.000,16.000,0.000,64.000
enc-MLP-gelu,50.020,105.739,32.004,32.000,0.000,16.000,0.000,128.000
enc-MLP-GEMM-2,3703.415,843.984,32.000,32.004,8.000,16.000,0.000,64.000
enc-post-MLP-dropout,176.799,126.100,32.004,16.000,0.000,24.000,28.000,128.000
final-layernorm,116.122,504.673,16.000,16.000,0.000,32.031,0.000,64.000
gpt-post-process,5393.910,8599.418,16.000,0.000,50.000,200.051,99.949,0.000
