op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,736.123,646.973,0.008,4.000,33.875,6.018,13.982,50.000
enc-1st-layernorm,47.368,142.938,4.000,8.000,0.000,4.016,0.000,20.000
enc-attention-qkv,176.477,880.671,8.000,10.000,3.000,7.000,0.000,64.000
enc-attention-score,138.736,285.351,10.000,70.000,0.000,64.000,64.000,128.000
enc-attention-softmax,232.112,248.563,70.000,70.000,0.000,64.000,0.000,192.000
enc-attention-dropout,237.185,209.028,70.000,70.000,0.000,96.000,0.000,256.000
enc-attention-context,117.862,281.394,70.000,6.000,0.000,2.000,0.000,64.000
enc-attention-dense,645.435,163.710,6.000,8.002,1.000,4.000,0.000,2.000
enc-post-attention-dropout,78.398,97.036,8.002,4.000,0.000,6.000,0.000,36.000
enc-2nd-layernorm,48.119,104.064,4.000,8.000,0.000,4.016,0.000,20.000
enc-MLP-GEMM-1,128.043,835.454,8.000,12.004,4.000,8.000,0.000,36.000
enc-MLP-gelu,40.430,121.474,12.004,12.000,0.000,8.000,0.000,68.000
enc-MLP-GEMM-2,726.759,239.021,12.000,8.002,4.000,4.000,0.000,40.000
enc-post-MLP-dropout,95.046,76.854,8.002,4.000,0.000,6.000,0.000,36.000
enc-final-layernorm,53.185,470.477,4.000,4.000,0.000,4.016,0.000,20.000
decoder-embedding,456.554,47.183,4.000,5.000,33.875,1.508,2.492,20.000
dec-1st-layernorm,51.910,144.565,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-1,180.620,382.423,6.000,6.500,3.000,1.500,0.500,26.000
dec-attention-score-1,130.731,249.428,6.500,9.500,0.000,4.000,0.000,22.000
dec-attention-softmax-1,110.012,109.500,9.500,9.500,0.000,4.000,0.000,20.000
dec-attention-dropout-1,70.322,111.264,9.500,9.500,0.000,6.000,0.000,40.000
dec-attention-context-1,109.589,166.643,9.500,5.500,0.000,0.500,0.000,22.000
dec-attention-dense-1,182.086,167.358,5.500,6.002,1.000,1.000,1.000,2.000
dec-post-attention-dropout-1,100.636,87.661,6.002,5.000,0.000,1.500,0.500,2.000
dec-2nd-layernorm,49.120,127.029,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-2,232.607,1121.461,6.000,9.500,3.000,4.500,0.000,42.000
dec-attention-score-2,82.844,326.902,9.500,23.000,0.000,16.000,16.000,52.000
dec-attention-softmax-2,109.220,107.825,23.000,23.000,0.000,16.000,0.000,68.000
dec-attention-dropout-2,69.112,76.932,23.000,23.000,0.000,24.000,0.000,68.000
dec-attention-context-2,90.277,264.204,23.000,5.500,0.000,0.500,0.000,18.000
dec-attention-dense-2,185.478,208.199,5.500,6.002,1.000,1.000,1.000,2.000
dec-post-attention-dropout-2,108.093,87.506,6.002,5.000,0.000,1.500,0.500,2.000
dec-3rd-layernorm,44.805,130.701,5.000,6.000,0.000,1.004,0.996,4.000
dec-MLP-GEMM-1,73.397,247.890,6.000,7.004,4.000,2.000,0.000,22.000
dec-MLP-gelu,59.819,112.528,7.004,7.000,0.000,2.000,0.000,20.000
dec-MLP-GEMM-2,212.806,149.941,7.000,6.002,4.000,1.000,0.000,22.000
dec-post-MLP-dropout,78.249,87.321,6.002,5.000,0.000,1.500,0.500,2.000
dec-final-layernorm,59.211,415.939,5.000,5.000,0.000,1.004,0.996,2.000
t5-post-process,892.031,1088.846,1.000,0.000,29.875,30.006,15.994,0.000
