op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1803.941,881.362,0.008,8.000,58.000,12.018,7.982,106.000
enc-1st-layernorm,47.582,157.177,8.000,16.000,0.000,8.016,0.000,72.000
enc-attention-qkv,5015.200,464.231,10.000,32.000,6.000,24.000,24.000,158.000
enc-attention-score,138.414,278.592,20.000,80.000,0.000,64.000,64.000,128.000
enc-attention-softmax,153.977,205.469,80.000,80.000,0.000,64.000,0.000,192.000
enc-attention-dropout,236.529,210.470,80.000,80.000,0.000,96.000,0.000,256.000
enc-attention-context,118.482,239.855,80.000,16.000,0.000,2.000,0.000,64.000
enc-attention-dense,1772.177,194.198,16.000,22.004,2.000,8.000,0.000,36.000
enc-post-attention-dropout,95.642,92.453,22.004,14.000,0.000,12.000,8.000,68.000
enc-2nd-layernorm,47.016,115.627,14.000,22.000,0.000,8.016,0.000,72.000
enc-MLP-GEMM-1,231.677,2241.111,22.000,22.004,8.000,8.000,12.000,36.000
enc-MLP-gelu,35.208,86.153,22.004,22.000,0.000,8.000,0.000,68.000
enc-MLP-GEMM-2,1888.233,453.663,22.000,22.004,8.000,8.000,12.000,36.000
enc-post-MLP-dropout,95.457,114.661,22.004,14.000,0.000,12.000,8.000,68.000
final-layernorm,50.801,353.163,14.000,14.000,0.000,8.016,0.000,36.000
gpt-post-process,2899.903,4488.862,14.000,6.000,50.000,100.025,49.975,0.000
