op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1446.071,1787.020,0.062,32.000,16.500,48.141,95.859,128.000
enc-1st-layernorm,102.986,391.293,32.000,64.000,0.000,32.125,0.000,256.000
enc-attention-qkv,233.610,1182.543,64.000,44.000,0.750,12.000,20.000,112.000
enc-attention-score,262.398,609.078,44.000,164.000,0.000,128.000,128.000,256.000
enc-attention-softmax,308.582,429.704,164.000,164.000,0.000,128.000,0.000,384.000
enc-attention-dropout,480.665,415.897,164.000,164.000,0.000,192.000,0.000,512.000
enc-attention-context,345.238,496.812,164.000,36.000,0.000,4.000,0.000,148.000
enc-attention-dense,778.798,178.627,36.000,64.002,0.250,32.000,0.000,96.000
enc-post-attention-dropout,359.427,207.516,64.002,32.000,0.000,48.000,32.000,208.000
enc-2nd-layernorm,102.983,385.716,32.000,64.000,0.000,32.125,0.000,256.000
enc-MLP-GEMM-1,229.318,1187.038,64.000,48.001,1.000,16.000,0.000,82.000
enc-MLP-gelu,48.538,130.934,48.001,48.000,0.000,16.000,0.000,128.000
enc-MLP-GEMM-2,904.359,410.410,48.000,64.002,1.000,32.000,0.000,114.000
enc-post-MLP-dropout,360.161,217.853,64.002,32.000,0.000,48.000,32.000,208.000
final-layernorm,214.497,1615.554,32.000,32.000,0.000,64.125,0.000,128.000
gpt-post-process,7787.590,6823.754,32.000,0.000,12.500,400.203,199.797,0.000
