op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,551.565,934.802,0.008,10.000,72.500,15.018,0.000,114.000
enc-1st-layernorm,47.404,152.177,10.000,20.000,0.000,10.016,0.000,80.000
enc-attention-qkv,327.704,941.466,20.000,17.500,9.375,7.500,12.500,80.000
enc-attention-score,165.397,259.604,17.500,76.500,0.000,64.000,64.000,128.000
enc-attention-softmax,158.769,212.373,76.500,76.500,0.000,64.000,0.000,192.000
enc-attention-dropout,243.423,210.285,76.500,76.500,0.000,96.000,0.000,256.000
enc-attention-context,160.244,276.022,76.500,12.500,0.000,2.500,0.000,64.000
enc-attention-dense,488.344,215.116,12.500,20.005,3.125,10.000,0.000,50.000
enc-post-attention-dropout,120.823,73.309,20.005,10.000,0.000,15.000,15.000,80.000
enc-2nd-layernorm,47.361,150.175,10.000,20.000,0.000,10.016,0.000,80.000
enc-MLP-GEMM-1,310.105,1017.402,20.000,20.005,12.500,10.000,0.000,54.000
enc-MLP-gelu,34.119,126.681,20.005,20.000,0.000,10.000,0.000,80.000
enc-MLP-GEMM-2,690.005,571.947,20.000,20.005,12.500,10.000,0.000,54.000
enc-post-MLP-dropout,121.191,76.451,20.005,10.000,0.000,15.000,15.000,80.000
final-layernorm,49.821,966.903,10.000,10.000,0.000,10.016,0.000,40.000
gpt-post-process,2987.385,3617.963,10.000,0.000,62.500,100.025,49.975,0.000
