op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,492.207,798.498,0.016,8.000,29.000,12.035,7.965,62.000
enc-1st-layernorm,42.546,112.938,8.000,16.000,0.000,8.031,0.000,72.000
enc-attention-qkv,202.743,635.730,16.000,14.000,1.500,6.000,14.000,44.000
enc-attention-score,132.581,244.645,14.000,74.000,0.000,64.000,64.000,128.000
enc-attention-softmax,158.782,211.498,74.000,74.000,0.000,64.000,0.000,192.000
enc-attention-dropout,243.268,210.204,74.000,74.000,0.000,96.000,0.000,256.000
enc-attention-context,130.389,236.785,74.000,10.000,0.000,2.000,0.000,64.000
enc-attention-dense,443.997,134.188,10.000,16.002,0.500,8.000,0.000,16.000
enc-post-attention-dropout,98.624,76.083,16.002,8.000,0.000,12.000,8.000,68.000
enc-2nd-layernorm,41.116,111.742,8.000,16.000,0.000,8.031,0.000,72.000
enc-MLP-GEMM-1,125.650,599.285,16.000,16.002,2.000,8.000,12.000,36.000
enc-MLP-gelu,34.862,885.932,16.002,16.000,0.000,8.000,0.000,68.000
enc-MLP-GEMM-2,464.798,218.048,16.000,16.002,2.000,8.000,12.000,36.000
enc-post-MLP-dropout,98.898,86.650,16.002,8.000,0.000,12.000,8.000,68.000
final-layernorm,64.636,1594.262,8.000,8.000,0.000,16.031,3.969,36.000
gpt-post-process,4084.953,3526.238,8.000,0.000,25.000,200.051,99.949,0.000
