op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,384.556,1082.960,0.031,16.000,63.750,24.000,24.000,124.000
enc-1st-layernorm,55.314,202.688,16.000,32.000,0.000,16.062,0.000,128.000
enc-attention-qkv,3150.933,4955.949,32.000,208.000,24.000,192.000,192.000,700.000
enc-attention-score,3142.697,4324.750,208.000,1104.000,0.000,1024.000,1024.000,2240.000
enc-attention-softmax,3708.961,3998.605,1104.000,1104.000,0.000,1024.000,0.000,3072.000
enc-attention-dropout,3840.004,3294.766,1104.000,1104.000,0.000,1536.000,0.000,4096.000
enc-attention-context,2479.745,4878.607,1104.000,80.000,0.000,64.000,64.000,1216.000
enc-attention-dense,841.018,1500.795,80.000,32.002,8.000,16.000,0.000,80.000
enc-post-attention-dropout,197.703,101.259,32.002,16.000,0.000,24.000,28.000,128.000
enc-2nd-layernorm,55.948,203.264,16.000,32.000,0.000,16.062,0.000,128.000
enc-MLP-GEMM-1,3494.838,5243.738,32.000,272.031,32.000,256.000,0.000,816.000
enc-MLP-gelu,717.255,1343.094,272.031,272.000,0.000,256.000,0.000,1104.000
enc-MLP-GEMM-2,3137.745,5759.073,272.000,32.002,32.000,16.000,0.000,304.000
enc-post-MLP-dropout,190.189,100.180,32.002,16.000,0.000,24.000,28.000,128.000
enc-final-layernorm,113.903,1620.805,16.000,16.000,0.000,32.062,0.000,64.000
decoder-embedding,267.982,56.807,16.000,20.000,63.750,22.020,0.000,68.000
dec-1st-layernorm,41.016,99.839,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-1,799.357,1320.927,24.000,68.000,24.000,48.000,48.000,300.000
dec-attention-score-1,225.606,465.529,68.000,100.000,0.000,64.000,64.000,224.000
dec-attention-softmax-1,141.215,172.203,100.000,100.000,0.000,64.000,0.000,224.000
dec-attention-dropout-1,242.931,209.547,100.000,100.000,0.000,96.000,0.000,304.000
dec-attention-context-1,256.519,405.065,100.000,36.000,0.000,16.000,16.000,160.000
dec-attention-dense-1,219.901,424.955,36.000,24.002,8.000,4.000,0.000,84.000
dec-post-attention-dropout-1,69.956,83.064,24.002,20.000,0.000,6.000,0.000,88.000
dec-2nd-layernorm,40.970,97.457,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-2,2365.919,4010.724,24.000,164.000,24.000,144.000,128.000,656.000
dec-attention-score-2,914.663,1418.488,164.000,340.000,0.000,256.000,256.000,768.000
dec-attention-softmax-2,883.127,1004.295,340.000,340.000,0.000,256.000,0.000,816.000
dec-attention-dropout-2,962.600,826.811,340.000,340.000,0.000,384.000,0.000,1072.000
dec-attention-context-2,701.798,1508.999,340.000,36.000,0.000,16.000,16.000,400.000
dec-attention-dense-2,221.797,426.985,36.000,24.002,8.000,4.000,0.000,84.000
dec-post-attention-dropout-2,69.654,82.974,24.002,20.000,0.000,6.000,0.000,88.000
dec-3rd-layernorm,37.961,98.751,20.000,24.000,0.000,4.016,15.984,68.000
dec-MLP-GEMM-1,870.073,1440.918,24.000,84.031,32.000,64.000,0.000,292.000
dec-MLP-gelu,183.439,368.681,84.031,84.000,0.000,64.000,0.000,384.000
dec-MLP-GEMM-2,790.151,1566.740,84.000,24.002,32.000,4.000,16.000,144.000
dec-post-MLP-dropout,70.310,88.252,24.002,20.000,0.000,6.000,0.000,88.000
dec-final-layernorm,63.633,1621.180,20.000,20.000,0.000,8.016,11.984,68.000
t5-post-process,4630.733,3942.704,4.000,0.000,59.750,240.025,119.975,0.000
