op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,143.404,699.108,0.016,4.000,52.000,6.000,14.000,50.000
enc-1st-layernorm,41.869,92.468,4.000,8.000,0.000,4.031,0.000,20.000
enc-attention-qkv,219.003,248.793,8.000,16.000,1.500,12.000,0.000,88.000
enc-attention-score,264.143,599.271,16.000,136.000,0.000,128.000,128.000,256.000
enc-attention-softmax,309.460,413.548,136.000,136.000,0.000,128.000,0.000,384.000
enc-attention-dropout,480.124,415.447,136.000,136.000,0.000,192.000,0.000,512.000
enc-attention-context,351.040,487.731,136.000,8.000,0.000,4.000,0.000,148.000
enc-attention-dense,71.638,119.294,8.000,8.001,0.500,4.000,0.000,20.000
enc-post-attention-dropout,68.958,78.279,8.001,4.000,0.000,6.000,0.000,36.000
enc-2nd-layernorm,41.711,92.440,4.000,8.000,0.000,4.031,0.000,20.000
enc-MLP-GEMM-1,138.539,218.880,8.000,20.004,2.000,16.000,0.000,48.000
enc-MLP-gelu,48.889,112.426,20.004,20.000,0.000,16.000,0.000,128.000
enc-MLP-GEMM-2,133.455,256.745,20.000,8.001,2.000,4.000,0.000,20.000
enc-post-MLP-dropout,79.137,76.073,8.001,4.000,0.000,6.000,0.000,36.000
final-layernorm,72.622,1581.647,4.000,4.000,0.000,8.031,0.000,20.000
gpt-post-process,12830.304,8321.365,4.000,0.000,50.000,800.051,399.949,0.000
