op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,953.432,1168.555,0.031,16.000,33.875,24.070,39.930,116.000
enc-1st-layernorm,55.350,201.089,16.000,32.000,0.000,16.062,0.000,128.000
enc-attention-qkv,3190.928,5586.522,32.000,208.000,24.000,192.000,192.000,700.000
enc-attention-score,3163.445,4286.968,208.000,1104.000,0.000,1024.000,1024.000,2240.000
enc-attention-softmax,3707.061,3996.969,1104.000,1104.000,0.000,1024.000,0.000,3072.000
enc-attention-dropout,3849.941,3295.082,1104.000,1104.000,0.000,1536.000,0.000,4096.000
enc-attention-context,2473.245,4862.757,1104.000,80.000,0.000,64.000,64.000,1216.000
enc-attention-dense,1287.925,1397.175,80.000,32.002,8.000,16.000,0.000,80.000
enc-post-attention-dropout,197.424,100.433,32.002,16.000,0.000,24.000,28.000,128.000
enc-2nd-layernorm,55.929,200.244,16.000,32.000,0.000,16.062,0.000,128.000
enc-MLP-GEMM-1,3534.397,5802.789,32.000,272.031,32.000,256.000,0.000,816.000
enc-MLP-gelu,715.704,1351.972,272.031,272.000,0.000,256.000,0.000,1104.000
enc-MLP-GEMM-2,3609.202,5788.323,272.000,32.002,32.000,16.000,0.000,304.000
enc-post-MLP-dropout,186.683,100.634,32.002,16.000,0.000,24.000,28.000,128.000
enc-final-layernorm,114.372,1606.376,16.000,16.000,0.000,32.062,0.000,64.000
decoder-embedding,524.187,56.481,16.000,20.000,33.875,22.146,0.000,68.000
dec-1st-layernorm,40.674,108.634,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-1,818.106,1530.521,24.000,68.000,24.000,48.000,48.000,300.000
dec-attention-score-1,225.624,468.092,68.000,100.000,0.000,64.000,64.000,224.000
dec-attention-softmax-1,140.930,172.035,100.000,100.000,0.000,64.000,0.000,224.000
dec-attention-dropout-1,243.169,209.626,100.000,100.000,0.000,96.000,0.000,304.000
dec-attention-context-1,253.947,408.252,100.000,36.000,0.000,16.000,16.000,160.000
dec-attention-dense-1,357.907,410.448,36.000,24.002,8.000,4.000,0.000,84.000
dec-post-attention-dropout-1,70.573,80.791,24.002,20.000,0.000,6.000,0.000,88.000
dec-2nd-layernorm,41.766,102.897,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-2,2358.798,4731.905,24.000,164.000,24.000,144.000,128.000,656.000
dec-attention-score-2,857.257,1399.693,164.000,340.000,0.000,256.000,256.000,768.000
dec-attention-softmax-2,883.821,1006.067,340.000,340.000,0.000,256.000,0.000,816.000
dec-attention-dropout-2,961.454,826.613,340.000,340.000,0.000,384.000,0.000,1072.000
dec-attention-context-2,680.910,1415.421,340.000,36.000,0.000,16.000,16.000,400.000
dec-attention-dense-2,356.563,410.025,36.000,24.002,8.000,4.000,0.000,84.000
dec-post-attention-dropout-2,70.145,84.028,24.002,20.000,0.000,6.000,0.000,88.000
dec-3rd-layernorm,38.780,97.674,20.000,24.000,0.000,4.016,15.984,68.000
dec-MLP-GEMM-1,881.070,1685.703,24.000,84.031,32.000,64.000,0.000,292.000
dec-MLP-gelu,182.472,355.588,84.031,84.000,0.000,64.000,0.000,384.000
dec-MLP-GEMM-2,932.457,1517.780,84.000,24.002,32.000,4.000,16.000,144.000
dec-post-MLP-dropout,70.908,85.621,24.002,20.000,0.000,6.000,0.000,88.000
dec-final-layernorm,63.891,1641.150,20.000,20.000,0.000,8.016,11.984,68.000
t5-post-process,2563.146,2280.545,4.000,0.000,29.875,120.025,59.975,0.000
