op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3320.719,3317.807,0.031,80.000,82.500,120.070,239.930,320.000
enc-1st-layernorm,390.680,1325.945,80.000,160.000,0.000,80.062,0.000,640.000
enc-attention-qkv,7347.986,4794.416,90.000,320.000,18.750,240.000,240.000,804.000
enc-attention-score,511.355,748.243,180.000,320.000,0.000,160.000,160.000,350.000
enc-attention-softmax,384.169,531.971,320.000,320.000,0.000,160.000,0.000,480.000
enc-attention-dropout,600.997,518.781,320.000,320.000,0.000,240.000,0.000,640.000
enc-attention-context,409.330,828.769,320.000,160.000,0.000,10.000,10.000,190.000
enc-attention-dense,2059.646,1476.603,160.000,230.010,6.250,80.000,0.000,240.000
enc-post-attention-dropout,883.398,481.941,230.010,150.000,0.000,120.000,80.000,400.000
enc-2nd-layernorm,389.739,1325.098,150.000,230.000,0.000,80.062,0.000,640.000
enc-MLP-GEMM-1,2519.650,5801.362,230.000,190.005,25.000,40.000,0.000,226.000
enc-MLP-gelu,115.788,233.418,190.005,190.000,0.000,40.000,0.000,240.000
enc-MLP-GEMM-2,3839.945,4193.243,190.000,230.010,25.000,80.000,0.000,306.000
enc-post-MLP-dropout,884.020,483.451,230.010,150.000,0.000,120.000,80.000,400.000
final-layernorm,664.889,1615.958,150.000,150.000,0.000,160.062,0.000,320.000
gpt-post-process,8370.922,12302.723,150.000,70.000,62.500,200.102,99.898,0.000
