op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,418.254,481.428,0.008,4.000,11.469,6.018,13.982,20.000
enc-1st-layernorm,44.283,111.734,4.000,8.000,0.000,4.016,0.000,20.000
enc-attention-qkv,216.972,544.696,8.000,5.500,0.750,1.500,0.500,4.000
enc-attention-score,71.945,157.671,5.500,20.500,0.000,16.000,16.000,34.000
enc-attention-softmax,447.632,718.058,20.500,20.500,0.000,48.000,32.000,112.000
enc-attention-dropout,63.154,59.458,20.500,20.500,0.000,24.000,12.000,64.000
enc-attention-context,88.563,121.982,20.500,4.500,0.000,0.500,0.000,18.000
enc-attention-dense,209.557,137.404,4.500,8.002,0.250,4.000,16.000,0.000
enc-post-attention-dropout,70.971,87.676,8.002,4.000,0.000,6.000,0.000,36.000
enc-2nd-layernorm,43.315,94.671,4.000,8.000,0.000,4.016,0.000,20.000
enc-MLP-GEMM-1,79.287,349.249,8.000,6.001,1.000,2.000,0.000,2.000
enc-MLP-gelu,33.816,920.343,6.001,6.000,0.000,2.000,0.000,0.000
enc-MLP-GEMM-2,204.674,161.878,6.000,8.002,1.000,4.000,0.000,2.000
enc-post-MLP-dropout,68.946,87.557,8.002,4.000,0.000,6.000,0.000,36.000
enc-final-layernorm,44.949,993.190,4.000,4.000,0.000,4.016,0.000,20.000
decoder-embedding,492.703,53.329,4.000,5.000,11.469,1.508,4.492,20.000
dec-1st-layernorm,41.423,107.994,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-1,201.951,372.620,6.000,5.375,0.750,0.375,1.625,2.000
dec-attention-score-1,61.969,151.185,5.375,6.125,0.000,1.000,1.000,0.000
dec-attention-softmax-1,133.182,132.238,6.125,6.125,0.000,3.000,0.000,22.000
dec-attention-dropout-1,59.197,66.767,6.125,6.125,0.000,1.500,0.500,2.000
dec-attention-context-1,82.219,138.948,6.125,5.125,0.000,0.125,0.000,2.000
dec-attention-dense-1,215.821,143.106,5.125,6.002,0.250,1.000,0.000,2.000
dec-post-attention-dropout-1,84.187,92.726,6.002,5.000,0.000,1.500,0.500,2.000
dec-2nd-layernorm,41.804,98.765,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-2,258.603,629.510,6.000,6.125,0.750,1.125,2.875,24.000
dec-attention-score-2,62.666,145.068,6.125,9.500,0.000,4.000,0.000,20.000
dec-attention-softmax-2,131.644,195.662,9.500,9.500,0.000,12.000,8.000,40.000
dec-attention-dropout-2,59.919,65.370,9.500,9.500,0.000,6.000,0.000,40.000
dec-attention-context-2,81.273,121.332,9.500,5.125,0.000,0.125,0.000,20.000
dec-attention-dense-2,220.248,146.943,5.125,6.002,0.250,1.000,0.000,2.000
dec-post-attention-dropout-2,77.337,90.554,6.002,5.000,0.000,1.500,0.500,2.000
dec-3rd-layernorm,44.216,112.480,5.000,6.000,0.000,1.004,0.996,4.000
dec-MLP-GEMM-1,100.025,264.822,6.000,5.501,1.000,0.500,0.000,4.000
dec-MLP-gelu,34.095,95.389,5.501,5.500,0.000,0.500,0.000,2.000
dec-MLP-GEMM-2,202.101,140.461,5.500,6.002,1.000,1.000,1.000,2.000
dec-post-MLP-dropout,69.935,82.178,6.002,5.000,0.000,1.500,0.500,2.000
dec-final-layernorm,45.476,976.582,5.000,5.000,0.000,1.004,0.996,2.000
t5-post-process,1009.103,612.479,1.000,0.000,7.469,7.475,0.000,0.000
