op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1610.011,1776.400,0.062,32.000,18.938,48.141,79.859,128.000
enc-1st-layernorm,102.643,389.540,32.000,64.000,0.000,32.125,0.000,256.000
enc-attention-qkv,406.636,1574.711,64.000,56.000,1.500,24.000,16.000,190.000
enc-attention-score,509.310,1138.397,56.000,296.000,0.000,256.000,256.000,552.000
enc-attention-softmax,945.926,1005.870,296.000,296.000,0.000,256.000,0.000,768.000
enc-attention-dropout,958.344,827.678,296.000,296.000,0.000,384.000,0.000,1024.000
enc-attention-context,664.445,905.274,296.000,40.000,0.000,8.000,12.000,272.000
enc-attention-dense,826.746,263.109,40.000,64.002,0.500,32.000,0.000,96.000
enc-post-attention-dropout,361.036,192.999,64.002,32.000,0.000,48.000,32.000,208.000
enc-2nd-layernorm,102.946,384.741,32.000,64.000,0.000,32.125,0.000,256.000
enc-MLP-GEMM-1,419.675,1580.465,64.000,64.002,2.000,32.000,0.000,128.000
enc-MLP-gelu,93.230,207.726,64.002,64.000,0.000,32.000,0.000,208.000
enc-MLP-GEMM-2,1113.315,726.802,64.000,64.002,2.000,32.000,0.000,128.000
enc-post-MLP-dropout,362.160,193.032,64.002,32.000,0.000,48.000,32.000,208.000
enc-final-layernorm,215.627,1577.151,32.000,32.000,0.000,64.125,0.000,128.000
decoder-embedding,644.284,58.161,32.000,40.000,18.938,44.039,29.961,96.000
dec-1st-layernorm,40.646,115.528,40.000,48.000,0.000,8.031,0.000,168.000
dec-attention-qkv-1,190.496,476.761,48.000,46.000,1.500,6.000,14.000,140.000
dec-attention-score-1,63.113,147.207,46.000,58.000,0.000,16.000,0.000,148.000
dec-attention-softmax-1,68.414,85.245,58.000,58.000,0.000,16.000,0.000,144.000
dec-attention-dropout-1,63.552,67.773,58.000,58.000,0.000,24.000,12.000,160.000
dec-attention-context-1,81.933,117.114,58.000,42.000,0.000,2.000,0.000,112.000
dec-attention-dense-1,242.749,140.368,42.000,48.002,0.500,8.000,0.000,112.000
dec-post-attention-dropout-1,98.333,87.501,48.002,40.000,0.000,12.000,8.000,164.000
dec-2nd-layernorm,41.716,111.488,40.000,48.000,0.000,8.031,0.000,168.000
dec-attention-qkv-2,332.932,1738.611,48.000,58.000,1.500,18.000,20.000,248.000
dec-attention-score-2,143.265,274.158,58.000,112.000,0.000,64.000,64.000,244.000
dec-attention-softmax-2,234.789,256.814,112.000,112.000,0.000,64.000,0.000,288.000
dec-attention-dropout-2,243.566,210.075,112.000,112.000,0.000,96.000,0.000,352.000
dec-attention-context-2,133.332,258.497,112.000,42.000,0.000,2.000,0.000,180.000
dec-attention-dense-2,246.611,141.987,42.000,48.002,0.500,8.000,0.000,112.000
dec-post-attention-dropout-2,98.473,82.575,48.002,40.000,0.000,12.000,8.000,164.000
dec-3rd-layernorm,38.644,111.685,40.000,48.000,0.000,8.031,0.000,168.000
dec-MLP-GEMM-1,122.700,461.174,48.000,48.002,2.000,8.000,12.000,132.000
dec-MLP-gelu,34.598,103.781,48.002,48.000,0.000,8.000,0.000,164.000
dec-MLP-GEMM-2,334.343,217.849,48.000,48.002,2.000,8.000,12.000,132.000
dec-post-MLP-dropout,98.753,86.870,48.002,40.000,0.000,12.000,8.000,164.000
dec-final-layernorm,78.610,1603.761,40.000,40.000,0.000,16.031,3.969,132.000
t5-post-process,2638.327,2384.250,8.000,0.000,14.938,120.051,59.949,0.000
