op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,6729.459,5530.976,0.062,128.000,216.000,192.141,383.859,768.000
enc-1st-layernorm,575.539,1869.656,128.000,256.000,0.000,128.125,0.000,1024.000
enc-attention-qkv,10397.427,20786.184,256.000,320.000,48.000,192.000,128.000,834.000
enc-attention-score,3292.732,4380.323,320.000,1216.000,0.000,1024.000,1024.000,2240.000
enc-attention-softmax,2442.845,3252.726,1216.000,1216.000,0.000,1024.000,0.000,3072.000
enc-attention-dropout,3847.382,3294.964,1216.000,1216.000,0.000,1536.000,0.000,4096.000
enc-attention-context,2523.710,5002.393,1216.000,192.000,0.000,64.000,64.000,1216.000
enc-attention-dense,6762.493,5391.116,192.000,256.008,16.000,128.000,0.000,448.000
enc-post-attention-dropout,1406.968,775.490,256.008,128.000,0.000,192.000,128.000,592.000
enc-2nd-layernorm,540.185,1866.232,128.000,256.000,0.000,128.125,0.000,1024.000
enc-MLP-GEMM-1,12784.976,24658.012,256.000,384.016,64.000,256.000,0.000,896.000
enc-MLP-gelu,717.797,1346.587,384.016,384.000,0.000,256.000,0.000,1104.000
enc-MLP-GEMM-2,16189.291,21064.614,384.000,256.008,64.000,128.000,0.000,704.000
enc-post-MLP-dropout,1409.242,751.549,256.008,128.000,0.000,192.000,128.000,592.000
final-layernorm,985.227,1579.101,128.000,128.000,0.000,256.125,0.000,512.000
gpt-post-process,55287.344,73111.867,128.000,0.000,200.000,1600.203,799.797,0.000
