op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,438.272,507.894,0.008,4.000,16.500,6.018,0.000,34.000
enc-1st-layernorm,43.926,100.523,4.000,8.000,0.000,4.016,0.000,20.000
enc-attention-qkv,221.927,645.299,8.000,5.500,0.750,1.500,0.500,4.000
enc-attention-score,65.891,134.988,5.500,20.500,0.000,16.000,16.000,34.000
enc-attention-softmax,447.361,717.976,20.500,20.500,0.000,48.000,32.000,112.000
enc-attention-dropout,63.527,60.195,20.500,20.500,0.000,24.000,12.000,64.000
enc-attention-context,84.959,125.332,20.500,4.500,0.000,0.500,0.000,18.000
enc-attention-dense,417.515,138.448,4.500,8.002,0.250,4.000,16.000,0.000
enc-post-attention-dropout,70.820,81.091,8.002,4.000,0.000,6.000,0.000,36.000
enc-2nd-layernorm,42.522,99.475,4.000,8.000,0.000,4.016,0.000,20.000
enc-MLP-GEMM-1,92.334,515.469,8.000,6.001,1.000,2.000,0.000,2.000
enc-MLP-gelu,33.901,935.695,6.001,6.000,0.000,2.000,0.000,0.000
enc-MLP-GEMM-2,391.257,151.830,6.000,8.002,1.000,4.000,0.000,2.000
enc-post-MLP-dropout,70.671,76.294,8.002,4.000,0.000,6.000,0.000,36.000
final-layernorm,45.850,981.945,4.000,4.000,0.000,4.016,0.000,20.000
gpt-post-process,1355.443,1323.271,4.000,0.000,12.500,50.025,25.975,0.000
