op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,123.502,665.323,0.008,2.000,52.000,3.000,0.000,50.000
enc-1st-layernorm,42.725,95.735,2.000,4.000,0.000,2.016,0.000,0.000
enc-attention-qkv,178.174,194.829,4.000,8.000,1.500,6.000,0.000,44.000
enc-attention-score,132.438,259.819,8.000,68.000,0.000,64.000,64.000,128.000
enc-attention-softmax,158.423,218.819,68.000,68.000,0.000,64.000,0.000,192.000
enc-attention-dropout,244.079,210.191,68.000,68.000,0.000,96.000,0.000,256.000
enc-attention-context,130.382,236.652,68.000,4.000,0.000,2.000,0.000,64.000
enc-attention-dense,73.912,119.514,4.000,4.001,0.500,2.000,0.000,0.000
enc-post-attention-dropout,80.101,77.990,4.001,2.000,0.000,3.000,0.000,20.000
enc-2nd-layernorm,47.575,95.612,2.000,4.000,0.000,2.016,0.000,0.000
enc-MLP-GEMM-1,70.819,149.969,4.000,10.004,2.000,8.000,0.000,36.000
enc-MLP-gelu,39.079,99.751,10.004,10.000,0.000,8.000,0.000,68.000
enc-MLP-GEMM-2,72.167,147.597,10.000,4.001,2.000,2.000,0.000,20.000
enc-post-MLP-dropout,81.071,75.287,4.001,2.000,0.000,3.000,0.000,20.000
final-layernorm,52.541,942.446,2.000,2.000,0.000,2.016,0.000,0.000
gpt-post-process,6571.884,4281.501,2.000,0.000,50.000,400.025,199.975,0.000
