op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,926.821,2481.028,0.031,40.000,260.000,60.000,120.000,410.000
enc-1st-layernorm,145.791,558.057,40.000,80.000,0.000,40.062,0.000,320.000
enc-attention-qkv,4345.285,7150.367,80.000,160.000,37.500,120.000,120.000,522.000
enc-attention-score,2838.600,4292.431,160.000,1104.000,0.000,1024.000,1024.000,2168.000
enc-attention-softmax,2426.567,3269.042,1104.000,1104.000,0.000,1024.000,0.000,3072.000
enc-attention-dropout,3838.177,3294.463,1104.000,1104.000,0.000,1536.000,0.000,4096.000
enc-attention-context,2498.831,4588.536,1104.000,80.000,0.000,40.000,40.000,1144.000
enc-attention-dense,1410.961,2260.555,80.000,80.005,12.500,40.000,0.000,160.000
enc-post-attention-dropout,458.286,240.747,80.005,40.000,0.000,60.000,40.000,240.000
enc-2nd-layernorm,145.689,556.489,40.000,80.000,0.000,40.062,0.000,320.000
enc-MLP-GEMM-1,5269.953,8443.388,80.000,200.020,50.000,160.000,0.000,570.000
enc-MLP-gelu,456.157,850.989,200.020,200.000,0.000,160.000,0.000,720.000
enc-MLP-GEMM-2,5294.570,8774.878,200.000,80.005,50.000,40.000,0.000,330.000
enc-post-MLP-dropout,449.567,239.434,80.005,40.000,0.000,60.000,40.000,240.000
final-layernorm,286.843,1579.393,40.000,40.000,0.000,80.062,0.000,160.000
gpt-post-process,42742.789,48792.419,40.000,0.000,250.000,1600.102,799.898,0.000
