op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3798.718,3655.919,0.031,80.000,145.000,120.070,239.930,480.000
enc-1st-layernorm,389.498,1326.309,80.000,160.000,0.000,80.062,0.000,640.000
enc-attention-qkv,10456.777,7661.724,100.000,320.000,37.500,240.000,240.000,804.000
enc-attention-score,1066.173,1415.573,200.000,480.000,0.000,320.000,320.000,700.000
enc-attention-softmax,760.618,1019.111,480.000,480.000,0.000,320.000,0.000,960.000
enc-attention-dropout,1200.167,1032.921,480.000,480.000,0.000,480.000,0.000,1280.000
enc-attention-context,797.639,1643.935,480.000,160.000,0.000,20.000,20.000,380.000
enc-attention-dense,3195.980,2118.983,160.000,220.010,12.500,80.000,0.000,240.000
enc-post-attention-dropout,885.662,476.911,220.010,140.000,0.000,120.000,80.000,400.000
enc-2nd-layernorm,390.996,1321.113,140.000,220.000,0.000,80.062,0.000,640.000
enc-MLP-GEMM-1,4991.806,9991.565,220.000,220.010,50.000,80.000,0.000,370.000
enc-MLP-gelu,228.854,437.739,220.010,220.000,0.000,80.000,0.000,400.000
enc-MLP-GEMM-2,6706.609,8226.436,220.000,220.010,50.000,80.000,0.000,370.000
enc-post-MLP-dropout,885.916,472.262,220.010,140.000,0.000,120.000,80.000,400.000
final-layernorm,665.447,1656.356,140.000,140.000,0.000,160.062,0.000,320.000
gpt-post-process,16190.553,23473.706,140.000,60.000,125.000,400.102,199.898,0.000
