op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1744.601,2056.990,0.016,40.000,82.500,60.035,119.965,260.000
enc-1st-layernorm,208.441,651.954,40.000,80.000,0.000,40.031,0.000,320.000
enc-attention-qkv,992.483,2807.311,80.000,55.000,18.750,15.000,5.000,166.000
enc-attention-score,249.833,305.037,55.000,125.000,0.000,80.000,80.000,180.000
enc-attention-softmax,2147.141,3494.146,125.000,125.000,0.000,240.000,160.000,560.000
enc-attention-dropout,302.768,261.513,125.000,125.000,0.000,120.000,0.000,320.000
enc-attention-context,196.882,377.334,125.000,45.000,0.000,5.000,0.000,90.000
enc-attention-dense,1122.799,599.051,45.000,80.010,6.250,40.000,0.000,120.000
enc-post-attention-dropout,449.609,273.385,80.010,40.000,0.000,60.000,40.000,240.000
enc-2nd-layernorm,209.154,654.072,40.000,80.000,0.000,40.031,0.000,320.000
enc-MLP-GEMM-1,1250.118,3052.305,80.000,60.005,25.000,20.000,0.000,126.000
enc-MLP-gelu,60.042,188.072,60.005,60.000,0.000,20.000,0.000,160.000
enc-MLP-GEMM-2,2053.279,2088.139,60.000,80.010,25.000,40.000,0.000,166.000
enc-post-MLP-dropout,450.981,262.623,80.010,40.000,0.000,60.000,40.000,240.000
final-layernorm,346.477,1642.358,40.000,40.000,0.000,80.031,0.000,160.000
gpt-post-process,4371.066,6357.063,40.000,0.000,62.500,100.051,49.949,0.000
