op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,203.658,863.910,0.016,8.000,63.750,12.000,0.000,60.000
enc-1st-layernorm,41.444,112.470,8.000,16.000,0.000,8.031,0.000,72.000
enc-attention-qkv,406.669,756.408,16.000,32.000,6.000,24.000,40.000,178.000
enc-attention-score,507.812,1156.217,32.000,272.000,0.000,256.000,256.000,552.000
enc-attention-softmax,942.481,1007.305,272.000,272.000,0.000,256.000,0.000,768.000
enc-attention-dropout,963.615,827.550,272.000,272.000,0.000,384.000,0.000,1024.000
enc-attention-context,622.691,908.656,272.000,16.000,0.000,8.000,12.000,272.000
enc-attention-dense,124.656,218.322,16.000,16.002,2.000,8.000,12.000,36.000
enc-post-attention-dropout,99.219,76.739,16.002,8.000,0.000,12.000,8.000,68.000
enc-2nd-layernorm,41.305,114.747,8.000,16.000,0.000,8.031,0.000,72.000
enc-MLP-GEMM-1,428.869,789.455,16.000,40.008,8.000,32.000,0.000,116.000
enc-MLP-gelu,93.393,978.341,40.008,40.000,0.000,32.000,0.000,208.000
enc-MLP-GEMM-2,433.103,802.532,40.000,16.002,8.000,8.000,0.000,52.000
enc-post-MLP-dropout,98.854,77.506,16.002,8.000,0.000,12.000,8.000,68.000
enc-final-layernorm,64.368,1619.424,8.000,8.000,0.000,16.031,3.969,36.000
decoder-embedding,265.005,56.028,8.000,10.000,63.750,11.012,10.988,16.000
dec-1st-layernorm,41.173,105.352,10.000,12.000,0.000,2.008,0.000,36.000
dec-attention-qkv-1,184.855,247.738,12.000,16.000,6.000,6.000,14.000,80.000
dec-attention-score-1,62.790,144.346,16.000,28.000,0.000,16.000,16.000,68.000
dec-attention-softmax-1,70.714,84.050,28.000,28.000,0.000,16.000,0.000,64.000
dec-attention-dropout-1,73.944,66.451,28.000,28.000,0.000,24.000,0.000,100.000
dec-attention-context-1,80.789,122.416,28.000,12.000,0.000,2.000,0.000,52.000
dec-attention-dense-1,90.717,129.011,12.000,12.002,2.000,2.000,0.000,40.000
dec-post-attention-dropout-1,77.921,88.996,12.002,10.000,0.000,3.000,0.000,36.000
dec-2nd-layernorm,47.132,113.753,10.000,12.000,0.000,2.008,0.000,36.000
dec-attention-qkv-2,322.081,648.036,12.000,28.000,6.000,18.000,18.000,172.000
dec-attention-score-2,140.442,273.857,28.000,82.000,0.000,64.000,64.000,192.000
dec-attention-softmax-2,229.989,255.978,82.000,82.000,0.000,64.000,0.000,228.000
dec-attention-dropout-2,244.330,209.653,82.000,82.000,0.000,96.000,0.000,272.000
dec-attention-context-2,133.607,251.578,82.000,12.000,0.000,2.000,0.000,104.000
dec-attention-dense-2,90.661,129.752,12.000,12.002,2.000,2.000,0.000,36.000
dec-post-attention-dropout-2,69.849,78.548,12.002,10.000,0.000,3.000,0.000,36.000
dec-3rd-layernorm,38.286,95.668,10.000,12.000,0.000,2.008,0.000,36.000
dec-MLP-GEMM-1,126.733,221.400,12.000,18.008,8.000,8.000,0.000,72.000
dec-MLP-gelu,39.351,107.777,18.008,18.000,0.000,8.000,12.000,84.000
dec-MLP-GEMM-2,117.799,222.669,18.000,12.002,8.000,2.000,0.000,56.000
dec-post-MLP-dropout,77.960,89.155,12.002,10.000,0.000,3.000,0.000,36.000
dec-final-layernorm,74.425,1618.265,10.000,10.000,0.000,4.008,0.000,36.000
t5-post-process,2477.126,2211.938,2.000,0.000,59.750,120.013,59.987,90.000
