op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,401.396,479.065,0.008,4.000,11.469,6.018,0.000,0.000
enc-1st-layernorm,42.224,101.305,4.000,8.000,0.000,4.016,0.000,20.000
enc-attention-qkv,191.550,416.335,8.000,10.000,3.000,7.000,0.000,64.000
enc-attention-score,93.409,191.100,10.000,38.000,0.000,32.000,32.000,64.000
enc-attention-softmax,133.120,131.556,38.000,38.000,0.000,32.000,0.000,96.000
enc-attention-dropout,122.783,107.099,38.000,38.000,0.000,48.000,0.000,128.000
enc-attention-context,98.403,178.955,38.000,6.000,0.000,2.000,0.000,32.000
enc-attention-dense,212.076,150.381,6.000,8.002,1.000,4.000,0.000,2.000
enc-post-attention-dropout,69.165,77.099,8.002,4.000,0.000,6.000,0.000,36.000
enc-2nd-layernorm,42.311,94.856,4.000,8.000,0.000,4.016,0.000,20.000
enc-MLP-GEMM-1,121.373,598.119,8.000,12.004,4.000,8.000,0.000,36.000
enc-MLP-gelu,38.210,106.770,12.004,12.000,0.000,8.000,0.000,68.000
enc-MLP-GEMM-2,259.919,216.695,12.000,8.002,4.000,4.000,0.000,40.000
enc-post-MLP-dropout,68.921,81.871,8.002,4.000,0.000,6.000,0.000,36.000
enc-final-layernorm,46.389,970.938,4.000,4.000,0.000,4.016,0.000,20.000
decoder-embedding,514.814,51.029,4.000,5.000,11.469,1.508,4.492,20.000
dec-1st-layernorm,42.259,112.678,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-1,192.740,361.135,6.000,6.500,3.000,1.500,0.500,26.000
dec-attention-score-1,62.422,143.006,6.500,7.500,0.000,2.000,0.000,22.000
dec-attention-softmax-1,84.457,81.861,7.500,7.500,0.000,2.000,0.000,20.000
dec-attention-dropout-1,58.415,64.321,7.500,7.500,0.000,3.000,0.000,20.000
dec-attention-context-1,80.553,124.395,7.500,5.500,0.000,0.500,0.000,2.000
dec-attention-dense-1,207.711,138.816,5.500,6.002,1.000,1.000,1.000,2.000
dec-post-attention-dropout-1,69.652,82.200,6.002,5.000,0.000,1.500,0.500,2.000
dec-2nd-layernorm,42.139,98.498,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-2,265.225,664.731,6.000,9.500,3.000,4.500,0.000,44.000
dec-attention-score-2,62.197,139.991,9.500,15.000,0.000,8.000,12.000,16.000
dec-attention-softmax-2,59.718,70.329,15.000,15.000,0.000,8.000,0.000,36.000
dec-attention-dropout-2,56.040,66.370,15.000,15.000,0.000,12.000,8.000,36.000
dec-attention-context-2,81.954,128.109,15.000,5.500,0.000,0.500,1.500,20.000
dec-attention-dense-2,215.528,145.776,5.500,6.002,1.000,1.000,1.000,2.000
dec-post-attention-dropout-2,78.819,82.612,6.002,5.000,0.000,1.500,0.500,2.000
dec-3rd-layernorm,38.856,101.953,5.000,6.000,0.000,1.004,0.996,4.000
dec-MLP-GEMM-1,76.333,274.812,6.000,7.004,4.000,2.000,0.000,22.000
dec-MLP-gelu,34.938,95.835,7.004,7.000,0.000,2.000,0.000,20.000
dec-MLP-GEMM-2,239.880,124.714,7.000,6.002,4.000,1.000,0.000,22.000
dec-post-MLP-dropout,76.014,90.144,6.002,5.000,0.000,1.500,0.500,2.000
dec-final-layernorm,45.981,983.523,5.000,5.000,0.000,1.004,0.996,2.000
t5-post-process,937.587,577.962,1.000,0.000,7.469,7.475,0.000,0.000
