op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,385.158,1087.780,0.031,16.000,63.750,24.000,24.000,124.000
enc-1st-layernorm,55.221,202.560,16.000,32.000,0.000,16.062,0.000,128.000
enc-attention-qkv,808.228,1365.551,32.000,64.000,6.000,48.000,48.000,242.000
enc-attention-score,1032.424,2209.159,64.000,544.000,0.000,512.000,512.000,1072.000
enc-attention-softmax,1863.902,2005.881,544.000,544.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,1922.649,1649.321,544.000,544.000,0.000,768.000,0.000,2048.000
enc-attention-context,1261.983,1769.612,544.000,32.000,0.000,16.000,16.000,560.000
enc-attention-dense,225.614,413.020,32.000,32.002,2.000,16.000,0.000,64.000
enc-post-attention-dropout,187.167,100.262,32.002,16.000,0.000,24.000,28.000,128.000
enc-2nd-layernorm,55.628,203.029,16.000,32.000,0.000,16.062,0.000,128.000
enc-MLP-GEMM-1,852.621,1532.336,32.000,80.008,8.000,64.000,0.000,208.000
enc-MLP-gelu,182.725,368.420,80.008,80.000,0.000,64.000,0.000,336.000
enc-MLP-GEMM-2,806.950,1530.951,80.000,32.002,8.000,16.000,0.000,80.000
enc-post-MLP-dropout,185.758,100.478,32.002,16.000,0.000,24.000,28.000,128.000
enc-final-layernorm,113.657,1612.029,16.000,16.000,0.000,32.062,0.000,64.000
decoder-embedding,268.331,57.611,16.000,20.000,63.750,22.020,0.000,68.000
dec-1st-layernorm,41.915,103.889,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-1,235.881,382.463,24.000,32.000,6.000,12.000,20.000,148.000
dec-attention-score-1,84.302,200.070,32.000,56.000,0.000,32.000,32.000,112.000
dec-attention-softmax-1,72.731,89.846,56.000,56.000,0.000,32.000,0.000,128.000
dec-attention-dropout-1,122.943,106.804,56.000,56.000,0.000,48.000,0.000,176.000
dec-attention-context-1,109.845,156.919,56.000,24.000,0.000,4.000,0.000,100.000
dec-attention-dense-1,89.595,140.411,24.000,24.002,2.000,4.000,0.000,68.000
dec-post-attention-dropout-1,79.410,88.211,24.002,20.000,0.000,6.000,0.000,88.000
dec-2nd-layernorm,41.769,98.966,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-2,611.144,1102.010,24.000,56.000,6.000,36.000,28.000,276.000
dec-attention-score-2,282.235,701.278,56.000,164.000,0.000,128.000,128.000,384.000
dec-attention-softmax-2,447.558,505.970,164.000,164.000,0.000,128.000,0.000,432.000
dec-attention-dropout-2,480.773,415.698,164.000,164.000,0.000,192.000,0.000,560.000
dec-attention-context-2,394.350,493.308,164.000,24.000,0.000,4.000,16.000,192.000
dec-attention-dense-2,89.597,146.512,24.000,24.002,2.000,4.000,0.000,68.000
dec-post-attention-dropout-2,71.216,84.790,24.002,20.000,0.000,6.000,0.000,88.000
dec-3rd-layernorm,38.567,97.299,20.000,24.000,0.000,4.016,15.984,68.000
dec-MLP-GEMM-1,222.857,397.618,24.000,36.008,8.000,16.000,0.000,116.000
dec-MLP-gelu,48.748,109.663,36.008,36.000,0.000,16.000,0.000,176.000
dec-MLP-GEMM-2,218.625,418.375,36.000,24.002,8.000,4.000,0.000,84.000
dec-post-MLP-dropout,70.654,84.342,24.002,20.000,0.000,6.000,0.000,88.000
dec-final-layernorm,63.696,1642.219,20.000,20.000,0.000,8.016,11.984,68.000
t5-post-process,4635.152,3941.134,4.000,0.000,59.750,240.025,119.975,0.000
