op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,530.154,702.691,0.016,8.000,11.469,12.035,0.000,36.000
enc-1st-layernorm,44.422,111.628,8.000,16.000,0.000,8.031,0.000,72.000
enc-attention-qkv,408.616,1199.324,16.000,32.000,6.000,24.000,40.000,178.000
enc-attention-score,364.153,649.693,32.000,144.000,0.000,128.000,128.000,296.000
enc-attention-softmax,481.689,506.220,144.000,144.000,0.000,128.000,0.000,384.000
enc-attention-dropout,480.714,416.458,144.000,144.000,0.000,192.000,0.000,512.000
enc-attention-context,339.404,637.614,144.000,16.000,0.000,8.000,12.000,144.000
enc-attention-dense,384.665,217.364,16.000,16.002,2.000,8.000,12.000,36.000
enc-post-attention-dropout,98.358,79.041,16.002,8.000,0.000,12.000,8.000,68.000
enc-2nd-layernorm,41.990,111.283,8.000,16.000,0.000,8.031,0.000,72.000
enc-MLP-GEMM-1,426.022,1251.837,16.000,40.008,8.000,32.000,0.000,116.000
enc-MLP-gelu,93.129,212.063,40.008,40.000,0.000,32.000,0.000,208.000
enc-MLP-GEMM-2,684.855,751.953,40.000,16.002,8.000,8.000,0.000,52.000
enc-post-MLP-dropout,98.788,77.156,16.002,8.000,0.000,12.000,8.000,68.000
enc-final-layernorm,64.991,1628.000,8.000,8.000,0.000,16.031,3.969,36.000
decoder-embedding,553.020,58.252,8.000,10.000,11.469,11.013,0.000,40.000
dec-1st-layernorm,42.273,99.417,10.000,12.000,0.000,2.008,0.000,36.000
dec-attention-qkv-1,190.430,409.766,12.000,16.000,6.000,6.000,14.000,80.000
dec-attention-score-1,62.358,146.387,16.000,20.000,0.000,8.000,12.000,52.000
dec-attention-softmax-1,68.067,85.919,20.000,20.000,0.000,8.000,12.000,52.000
dec-attention-dropout-1,64.352,69.938,20.000,20.000,0.000,12.000,8.000,52.000
dec-attention-context-1,82.160,115.149,20.000,12.000,0.000,2.000,18.000,36.000
dec-attention-dense-1,219.107,128.255,12.000,12.002,2.000,2.000,0.000,40.000
dec-post-attention-dropout-1,68.851,80.650,12.002,10.000,0.000,3.000,0.000,36.000
dec-2nd-layernorm,42.013,101.078,10.000,12.000,0.000,2.008,0.000,36.000
dec-attention-qkv-2,324.016,1329.979,12.000,28.000,6.000,18.000,18.000,172.000
dec-attention-score-2,101.213,212.197,28.000,50.000,0.000,32.000,32.000,116.000
dec-attention-softmax-2,121.254,131.540,50.000,50.000,0.000,32.000,0.000,132.000
dec-attention-dropout-2,123.221,106.767,50.000,50.000,0.000,48.000,0.000,144.000
dec-attention-context-2,104.802,184.082,50.000,12.000,0.000,2.000,0.000,72.000
dec-attention-dense-2,211.726,125.198,12.000,12.002,2.000,2.000,0.000,36.000
dec-post-attention-dropout-2,69.345,83.344,12.002,10.000,0.000,3.000,0.000,36.000
dec-3rd-layernorm,39.357,97.522,10.000,12.000,0.000,2.008,0.000,36.000
dec-MLP-GEMM-1,128.314,541.668,12.000,18.008,8.000,8.000,0.000,72.000
dec-MLP-gelu,34.175,121.831,18.008,18.000,0.000,8.000,12.000,84.000
dec-MLP-GEMM-2,234.481,223.026,18.000,12.002,8.000,2.000,0.000,56.000
dec-post-MLP-dropout,68.573,86.460,12.002,10.000,0.000,3.000,0.000,36.000
dec-final-layernorm,64.851,1670.219,10.000,10.000,0.000,4.008,0.000,36.000
t5-post-process,978.281,754.898,2.000,0.000,7.469,14.950,1.050,30.000
