op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,118.564,697.690,0.008,4.000,63.750,6.000,0.000,0.000
enc-1st-layernorm,40.545,94.680,4.000,8.000,0.000,4.016,0.000,20.000
enc-attention-qkv,824.506,1319.828,8.000,52.000,24.000,48.000,32.000,272.000
enc-attention-score,750.972,1177.474,52.000,276.000,0.000,256.000,256.000,560.000
enc-attention-softmax,943.451,1006.472,276.000,276.000,0.000,256.000,0.000,768.000
enc-attention-dropout,957.140,827.141,276.000,276.000,0.000,384.000,0.000,1024.000
enc-attention-context,633.233,1246.336,276.000,20.000,0.000,16.000,16.000,304.000
enc-attention-dense,222.052,422.506,20.000,8.002,8.000,4.000,0.000,36.000
enc-post-attention-dropout,69.352,75.809,8.002,4.000,0.000,6.000,0.000,36.000
enc-2nd-layernorm,40.737,93.319,4.000,8.000,0.000,4.016,0.000,20.000
enc-MLP-GEMM-1,873.485,1424.994,8.000,68.031,32.000,64.000,0.000,224.000
enc-MLP-gelu,183.409,355.505,68.031,68.000,0.000,64.000,0.000,336.000
enc-MLP-GEMM-2,788.006,1600.364,68.000,8.002,32.000,4.000,0.000,96.000
enc-post-MLP-dropout,69.085,77.561,8.002,4.000,0.000,6.000,0.000,36.000
enc-final-layernorm,45.244,966.188,4.000,4.000,0.000,4.016,0.000,20.000
decoder-embedding,224.044,53.531,4.000,5.000,63.750,1.508,4.492,20.000
dec-1st-layernorm,40.696,105.599,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-1,235.680,394.582,6.000,17.000,24.000,12.000,10.000,64.000
dec-attention-score-1,63.372,145.171,17.000,25.000,0.000,16.000,16.000,52.000
dec-attention-softmax-1,70.095,84.372,25.000,25.000,0.000,16.000,0.000,68.000
dec-attention-dropout-1,62.938,64.863,25.000,25.000,0.000,24.000,0.000,68.000
dec-attention-context-1,81.183,123.210,25.000,9.000,0.000,4.000,0.000,36.000
dec-attention-dense-1,107.740,124.843,9.000,6.002,8.000,1.000,0.000,42.000
dec-post-attention-dropout-1,78.458,86.145,6.002,5.000,0.000,1.500,0.500,2.000
dec-2nd-layernorm,46.480,101.495,5.000,6.000,0.000,1.004,0.996,4.000
dec-attention-qkv-2,610.878,1079.167,6.000,41.000,24.000,36.000,30.000,216.000
dec-attention-score-2,208.349,349.265,41.000,85.000,0.000,64.000,64.000,164.000
dec-attention-softmax-2,229.923,255.913,85.000,85.000,0.000,64.000,0.000,192.000
dec-attention-dropout-2,242.866,209.714,85.000,85.000,0.000,96.000,0.000,256.000
dec-attention-context-2,157.087,353.255,85.000,9.000,0.000,4.000,16.000,100.000
dec-attention-dense-2,109.094,126.132,9.000,6.002,8.000,1.000,0.000,42.000
dec-post-attention-dropout-2,69.187,83.776,6.002,5.000,0.000,1.500,0.500,2.000
dec-3rd-layernorm,37.538,96.968,5.000,6.000,0.000,1.004,0.996,4.000
dec-MLP-GEMM-1,236.636,389.934,6.000,21.031,32.000,16.000,0.000,102.000
dec-MLP-gelu,48.959,102.431,21.031,21.000,0.000,16.000,0.000,84.000
dec-MLP-GEMM-2,216.597,417.454,21.000,6.002,32.000,1.000,0.000,50.000
dec-post-MLP-dropout,70.430,84.369,6.002,5.000,0.000,1.500,0.500,2.000
dec-final-layernorm,45.168,988.803,5.000,5.000,0.000,1.004,0.996,2.000
t5-post-process,1383.139,1241.704,1.000,0.000,59.750,60.006,29.994,0.000
