op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,954.998,1167.811,0.031,16.000,33.875,24.070,0.000,80.000
enc-1st-layernorm,55.519,201.085,16.000,32.000,0.000,16.062,0.000,128.000
enc-attention-qkv,1610.973,3216.397,32.000,112.000,12.000,96.000,96.000,398.000
enc-attention-score,1524.625,2183.729,112.000,560.000,0.000,512.000,512.000,1120.000
enc-attention-softmax,1863.227,1999.353,560.000,560.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,1939.654,1649.977,560.000,560.000,0.000,768.000,0.000,2048.000
enc-attention-context,1235.623,2418.461,560.000,48.000,0.000,32.000,32.000,608.000
enc-attention-dense,887.450,745.962,48.000,32.002,4.000,16.000,0.000,80.000
enc-post-attention-dropout,188.046,100.104,32.002,16.000,0.000,24.000,28.000,128.000
enc-2nd-layernorm,55.975,200.231,16.000,32.000,0.000,16.062,0.000,128.000
enc-MLP-GEMM-1,1749.506,3389.580,32.000,144.016,16.000,128.000,0.000,416.000
enc-MLP-gelu,362.254,684.874,144.016,144.000,0.000,128.000,0.000,592.000
enc-MLP-GEMM-2,2020.248,2913.508,144.000,32.002,16.000,16.000,0.000,144.000
enc-post-MLP-dropout,185.760,100.052,32.002,16.000,0.000,24.000,28.000,128.000
enc-final-layernorm,114.876,1627.171,16.000,16.000,0.000,32.062,0.000,64.000
decoder-embedding,542.811,56.853,16.000,20.000,33.875,22.146,0.000,68.000
dec-1st-layernorm,41.289,97.759,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-1,413.321,946.959,24.000,44.000,12.000,24.000,40.000,206.000
dec-attention-score-1,112.873,258.030,44.000,60.000,0.000,32.000,32.000,152.000
dec-attention-softmax-1,72.827,88.555,60.000,60.000,0.000,32.000,0.000,128.000
dec-attention-dropout-1,123.491,106.918,60.000,60.000,0.000,48.000,0.000,176.000
dec-attention-context-1,140.737,210.869,60.000,28.000,0.000,8.000,12.000,96.000
dec-attention-dense-1,245.754,214.936,28.000,24.002,4.000,4.000,0.000,88.000
dec-post-attention-dropout-1,68.570,81.129,24.002,20.000,0.000,6.000,0.000,88.000
dec-2nd-layernorm,41.274,96.108,20.000,24.000,0.000,4.016,15.984,68.000
dec-attention-qkv-2,1205.674,2751.620,24.000,92.000,12.000,72.000,76.000,388.000
dec-attention-score-2,404.828,799.893,92.000,180.000,0.000,128.000,128.000,384.000
dec-attention-softmax-2,447.594,505.215,180.000,180.000,0.000,128.000,0.000,432.000
dec-attention-dropout-2,479.590,415.348,180.000,180.000,0.000,192.000,0.000,560.000
dec-attention-context-2,364.304,702.323,180.000,28.000,0.000,8.000,12.000,224.000
dec-attention-dense-2,247.436,216.161,28.000,24.002,4.000,4.000,0.000,88.000
dec-post-attention-dropout-2,69.324,83.936,24.002,20.000,0.000,6.000,0.000,88.000
dec-3rd-layernorm,38.317,103.269,20.000,24.000,0.000,4.016,15.984,68.000
dec-MLP-GEMM-1,433.739,946.295,24.000,52.016,16.000,32.000,0.000,180.000
dec-MLP-gelu,93.588,191.909,52.016,52.000,0.000,32.000,0.000,256.000
dec-MLP-GEMM-2,537.620,755.227,52.000,24.002,16.000,4.000,16.000,96.000
dec-post-MLP-dropout,68.624,84.150,24.002,20.000,0.000,6.000,0.000,88.000
dec-final-layernorm,63.585,1634.680,20.000,20.000,0.000,8.016,11.984,68.000
t5-post-process,2575.698,2299.044,4.000,0.000,29.875,120.025,59.975,0.000
