op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,856.549,1085.628,0.031,16.000,16.500,24.070,39.930,64.000
enc-1st-layernorm,55.078,201.139,16.000,32.000,0.000,16.062,0.000,128.000
enc-attention-qkv,1290.306,561.291,18.000,64.000,0.750,48.000,48.000,210.000
enc-attention-score,131.726,243.839,36.000,96.000,0.000,64.000,64.000,128.000
enc-attention-softmax,159.588,222.968,96.000,96.000,0.000,64.000,0.000,192.000
enc-attention-dropout,243.453,210.382,96.000,96.000,0.000,96.000,0.000,256.000
enc-attention-context,136.420,235.376,96.000,32.000,0.000,2.000,0.000,64.000
enc-attention-dense,544.713,135.729,32.000,46.002,0.250,16.000,0.000,48.000
enc-post-attention-dropout,185.525,109.402,46.002,30.000,0.000,24.000,28.000,128.000
enc-2nd-layernorm,55.598,202.624,30.000,46.000,0.000,16.062,0.000,128.000
enc-MLP-GEMM-1,128.565,773.979,46.000,38.001,1.000,8.000,12.000,34.000
enc-MLP-gelu,34.319,105.604,38.001,38.000,0.000,8.000,0.000,68.000
enc-MLP-GEMM-2,570.135,225.166,38.000,46.002,1.000,16.000,0.000,50.000
enc-post-MLP-dropout,185.431,106.430,46.002,30.000,0.000,24.000,28.000,128.000
final-layernorm,113.896,1623.961,30.000,30.000,0.000,32.062,0.000,64.000
gpt-post-process,4088.854,3792.921,30.000,14.000,12.500,200.102,99.898,0.000
