op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2237.310,2410.071,0.031,40.000,135.000,60.070,119.930,286.000
enc-1st-layernorm,150.374,551.238,40.000,80.000,0.000,40.062,0.000,320.000
enc-attention-qkv,2166.634,4904.720,80.000,100.000,18.750,60.000,40.000,322.000
enc-attention-score,1421.896,2143.643,100.000,572.000,0.000,512.000,512.000,1084.000
enc-attention-softmax,1215.816,1594.602,572.000,572.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,1925.355,1650.430,572.000,572.000,0.000,768.000,0.000,2048.000
enc-attention-context,1242.054,2324.206,572.000,60.000,0.000,20.000,20.000,572.000
enc-attention-dense,1938.308,1140.026,60.000,80.005,6.250,40.000,0.000,140.000
enc-post-attention-dropout,450.481,244.750,80.005,40.000,0.000,60.000,40.000,240.000
enc-2nd-layernorm,146.087,555.036,40.000,80.000,0.000,40.062,0.000,320.000
enc-MLP-GEMM-1,2610.868,5412.933,80.000,120.010,25.000,80.000,0.000,306.000
enc-MLP-gelu,227.008,450.687,120.010,120.000,0.000,80.000,0.000,400.000
enc-MLP-GEMM-2,3719.395,4449.780,120.000,80.005,25.000,40.000,0.000,226.000
enc-post-MLP-dropout,449.938,239.899,80.005,40.000,0.000,60.000,40.000,240.000
final-layernorm,286.429,1569.518,40.000,40.000,0.000,80.062,0.000,160.000
gpt-post-process,21508.219,25087.287,40.000,0.000,125.000,800.102,399.898,0.000
